id_empleado,puesto,anos_experiencia,salario_anual_mxn_equiv,genero,nivel_educativo,pais,modalidad_trabajo,tamano_empresa
EMP0298,Product Manager,0,880200,Femenino,Maestría,México,Remoto,Mediana (50-500)
EMP0299,Backend Developer,1,324700,Masculino,Técnico,Argentina,Presencial,Startup (<50)
EMP0300,Data Scientist,10,1064100,Masculino,Técnico,Chile,Remoto,Startup (<50)
EMP0301,Data Scientist,7,975600,Masculino,Maestría,Chile,Presencial,Mediana (50-500)
EMP0302,Data Scientist,3,501400,Femenino,Maestría,Argentina,Remoto,Startup (<50)
EMP0303,Data Scientist,4,1784800,Femenino,Licenciatura,España,Presencial,Startup (<50)
EMP0304,Data Scientist,8,1117300,Masculino,Licenciatura,México,Presencial,Grande (>500)
EMP0305,Product Manager,0,411500,Masculino,Licenciatura,Argentina,Remoto,Mediana (50-500)
EMP0306,ML Engineer,18,2033500,Masculino,Maestría,México,Híbrido,Mediana (50-500)
EMP0307,Data Analyst,3,765900,Masculino,Doctorado,México,Remoto,Startup (<50)
EMP0308,ML Engineer,7,1672900,Femenino,Maestría,España,Híbrido,Grande (>500)
EMP0309,Backend Developer,5,520200,Masculino,Licenciatura,Colombia,Presencial,Startup (<50)
EMP0310,Product Manager,0,584300,Femenino,Técnico,México,Remoto,Startup (<50)
EMP0311,Backend Developer,0,696600,Masculino,Maestría,México,Remoto,Startup (<50)
EMP0312,DevOps Engineer,4,1363800,Masculino,Maestría,México,Híbrido,Mediana (50-500)
EMP0313,Backend Developer,2,384600,Femenino,Licenciatura,Colombia,Remoto,Startup (<50)
EMP0314,ML Engineer,0,808000,Masculino,Maestría,México,Presencial,Startup (<50)
EMP0315,Backend Developer,0,642800,Femenino,Técnico,México,Híbrido,Grande (>500)
EMP0316,Data Analyst,7,799900,Masculino,Licenciatura,México,Presencial,Startup (<50)
EMP0317,Backend Developer,1,1016400,Masculino,Técnico,España,Remoto,Mediana (50-500)
EMP0318,Data Scientist,2,802700,Femenino,Licenciatura,México,Presencial,Grande (>500)
EMP0319,Data Analyst,0,450600,Femenino,Licenciatura,Chile,Remoto,Startup (<50)
EMP0320,QA Engineer,2,624000,Femenino,Maestría,México,Remoto,Grande (>500)
EMP0321,Backend Developer,8,1050500,Masculino,Licenciatura,México,Presencial,Mediana (50-500)
EMP0322,Data Analyst,8,906400,Masculino,Técnico,México,Remoto,Mediana (50-500)
EMP0323,Product Manager,3,852300,Masculino,Licenciatura,Chile,Remoto,Mediana (50-500)
EMP0324,Product Manager,6,563000,Masculino,Técnico,Argentina,Remoto,Grande (>500)
EMP0325,ML Engineer,5,1034500,Femenino,Maestría,México,Remoto,Mediana (50-500)
EMP0326,Product Manager,3,656100,Masculino,Técnico,Chile,Presencial,Startup (<50)
EMP0327,Data Scientist,6,893800,Masculino,Licenciatura,México,Presencial,Mediana (50-500)
EMP0328,Data Scientist,0,855500,Femenino,Maestría,México,Presencial,Mediana (50-500)
EMP0329,Data Scientist,1,632400,Masculino,Licenciatura,Chile,Híbrido,Startup (<50)
EMP0330,Backend Developer,14,1078100,Masculino,Maestría,Chile,Híbrido,Mediana (50-500)
EMP0331,Frontend Developer,3,954700,Femenino,Maestría,México,Presencial,Mediana (50-500)
EMP0332,Backend Developer,0,598200,Masculino,Técnico,México,Híbrido,Grande (>500)
EMP0333,Product Manager,1,412500,Masculino,Maestría,Argentina,Remoto,Grande (>500)
EMP0334,QA Engineer,1,796700,Femenino,Técnico,España,Presencial,Grande (>500)
EMP0335,Product Manager,1,706600,No binario,Licenciatura,Chile,Presencial,Startup (<50)
EMP0336,Data Analyst,5,320200,Femenino,Licenciatura,Argentina,Híbrido,Grande (>500)
EMP0337,Product Manager,1,972000,Femenino,Licenciatura,México,Presencial,Startup (<50)
EMP0338,Data Analyst,1,1082200,Masculino,Doctorado,España,Remoto,Grande (>500)
EMP0339,Data Analyst,0,422600,Femenino,Maestría,México,Remoto,Grande (>500)
EMP0340,Backend Developer,5,436000,Masculino,Licenciatura,Argentina,Híbrido,Grande (>500)
EMP0341,Frontend Developer,1,1065300,Masculino,Técnico,España,Presencial,Grande (>500)
EMP0342,Frontend Developer,13,571200,Masculino,Licenciatura,Argentina,Híbrido,Mediana (50-500)
EMP0343,Backend Developer,0,825000,Masculino,Maestría,México,Presencial,Startup (<50)
EMP0344,Data Scientist,6,984700,Masculino,Maestría,Chile,Remoto,Mediana (50-500)
EMP0345,Product Manager,1,1741800,Femenino,Maestría,España,Híbrido,Mediana (50-500)
EMP0346,ML Engineer,2,1303000,Masculino,Maestría,México,Híbrido,Grande (>500)
EMP0347,ML Engineer,1,1060300,Masculino,Doctorado,México,Remoto,Mediana (50-500)
EMP0348,QA Engineer,3,258900,Femenino,Técnico,Argentina,Remoto,Mediana (50-500)
EMP0349,Frontend Developer,2,662200,Femenino,Licenciatura,México,Híbrido,Mediana (50-500)
EMP0350,Frontend Developer,1,405300,Femenino,Maestría,Argentina,Remoto,Mediana (50-500)
EMP0351,Product Manager,2,972300,Masculino,Maestría,México,Híbrido,Mediana (50-500)
EMP0352,Data Analyst,7,571800,Femenino,Licenciatura,Chile,Remoto,Mediana (50-500)
EMP0353,ML Engineer,0,504700,Femenino,Licenciatura,Colombia,Remoto,Grande (>500)
EMP0354,DevOps Engineer,5,1238800,Masculino,Maestría,México,Remoto,Startup (<50)
EMP0355,Backend Developer,2,388300,Femenino,Técnico,Colombia,Presencial,Mediana (50-500)
EMP0356,Frontend Developer,1,1179100,Masculino,Licenciatura,España,Remoto,Mediana (50-500)
EMP0357,DevOps Engineer,6,469000,Masculino,Técnico,Argentina,Remoto,Mediana (50-500)
EMP0358,Data Analyst,5,461300,Masculino,Maestría,Colombia,Híbrido,Startup (<50)
EMP0359,DevOps Engineer,4,1072000,Masculino,Doctorado,Chile,Remoto,Mediana (50-500)
EMP0360,Data Analyst,4,1186200,Femenino,Licenciatura,España,Remoto,Grande (>500)
EMP0361,Backend Developer,7,1982300,Masculino,Maestría,España,Remoto,Startup (<50)
EMP0362,Data Scientist,0,511100,Masculino,Doctorado,Colombia,Híbrido,Startup (<50)
EMP0363,Frontend Developer,0,1003200,Femenino,Licenciatura,España,Híbrido,Startup (<50)
EMP0364,Data Analyst,2,496800,Femenino,Licenciatura,Chile,Remoto,Mediana (50-500)
EMP0365,QA Engineer,3,468800,Masculino,Licenciatura,México,Presencial,Mediana (50-500)
EMP0366,Backend Developer,0,567100,No binario,Licenciatura,México,Remoto,Startup (<50)
EMP0367,ML Engineer,1,718800,Femenino,Licenciatura,México,Remoto,Startup (<50)
EMP0368,Data Analyst,2,544700,Masculino,Licenciatura,Chile,Híbrido,Mediana (50-500)
EMP0369,Backend Developer,8,929900,Femenino,Técnico,México,Presencial,Grande (>500)
EMP0370,QA Engineer,6,360200,Femenino,Licenciatura,Colombia,Remoto,Startup (<50)
EMP0371,QA Engineer,8,796700,Femenino,Maestría,México,Remoto,Startup (<50)
EMP0372,Data Analyst,5,518200,Masculino,Maestría,Colombia,Híbrido,Grande (>500)
EMP0373,Frontend Developer,4,633300,Masculino,Técnico,Chile,Presencial,Grande (>500)
EMP0374,QA Engineer,0,609800,Masculino,Licenciatura,México,Remoto,Mediana (50-500)
EMP0375,Product Manager,0,1029100,Femenino,Maestría,México,Híbrido,Grande (>500)
EMP0376,DevOps Engineer,13,1244200,Masculino,Licenciatura,Chile,Presencial,Mediana (50-500)
EMP0377,ML Engineer,1,682100,Femenino,Maestría,Chile,Remoto,Startup (<50)
EMP0378,Data Analyst,3,476800,Masculino,Licenciatura,Chile,Híbrido,Grande (>500)
EMP0379,QA Engineer,0,487000,Masculino,Licenciatura,México,Remoto,Mediana (50-500)
EMP0380,Product Manager,5,471400,Masculino,Técnico,Argentina,Remoto,Grande (>500)
EMP0381,Product Manager,3,936100,Masculino,Licenciatura,México,Híbrido,Mediana (50-500)
EMP0382,ML Engineer,0,1238500,Femenino,Licenciatura,España,Remoto,Mediana (50-500)
EMP0383,DevOps Engineer,11,1175200,Masculino,Maestría,México,Híbrido,Startup (<50)
EMP0384,Data Analyst,1,852100,Femenino,Doctorado,México,Híbrido,Grande (>500)
EMP0385,Data Scientist,3,613700,Masculino,Maestría,Colombia,Remoto,Mediana (50-500)
EMP0386,Data Analyst,3,818800,Masculino,Maestría,México,Presencial,Grande (>500)
EMP0387,DevOps Engineer,0,663400,Femenino,Técnico,México,Remoto,Mediana (50-500)
EMP0388,DevOps Engineer,7,884500,Femenino,Licenciatura,México,Remoto,Startup (<50)
EMP0389,Backend Developer,5,595900,Femenino,Doctorado,Argentina,Híbrido,Grande (>500)
EMP0390,Frontend Developer,1,1555700,Masculino,Maestría,España,Remoto,Mediana (50-500)
EMP0391,Data Analyst,0,844400,Masculino,Licenciatura,España,Híbrido,Startup (<50)
EMP0392,ML Engineer,13,747900,Femenino,Licenciatura,Colombia,Presencial,Grande (>500)
EMP0393,DevOps Engineer,0,1069700,Masculino,Licenciatura,España,Remoto,Grande (>500)
EMP0394,Data Scientist,7,668000,Femenino,Maestría,Argentina,Híbrido,Startup (<50)
EMP0395,QA Engineer,1,805100,Masculino,Maestría,España,Híbrido,Grande (>500)
EMP0396,DevOps Engineer,5,505000,Masculino,Técnico,Colombia,Remoto,Mediana (50-500)
EMP0397,Data Analyst,0,445800,Masculino,Doctorado,Colombia,Presencial,Startup (<50)
EMP0398,Data Analyst,2,582200,Masculino,Técnico,México,Remoto,Grande (>500)
EMP0399,Data Analyst,3,423300,No binario,Licenciatura,México,Presencial,Grande (>500)
EMP0400,Data Analyst,2,375100,Masculino,Licenciatura,Colombia,Remoto,Grande (>500)
