fecha,producto,categoria,cantidad,precio_unitario,venta_total,region,canal_venta
2024-09-21,Audífonos,Electrónica,1,448.98,448.98,Norte,Tienda física
2024-09-22,Mochila,Papelería,1,101.18,101.18,Norte,En línea
2024-09-22,Cuerda para saltar,Deportes,11,225.05,2475.55,Sur,Tienda física
2024-09-23,Tapete yoga,Deportes,11,248.26,2730.86,Centro,Tienda física
2024-09-23,Cuaderno profesional,Papelería,6,98.51,591.06,Occidente,Tienda física
2024-09-23,Mouse inalámbrico,Electrónica,8,502.23,4017.84,Occidente,En línea
2024-09-23,Agenda 2024,Papelería,10,95.95,959.5,Norte,En línea
2024-09-23,Agenda 2024,Papelería,1,78.22,78.22,Sur,En línea
2024-09-25,Mouse inalámbrico,Electrónica,9,492.19,4429.71,Norte,Tienda física
2024-09-25,Cuaderno profesional,Papelería,11,90.53,995.83,Centro,En línea
2024-09-25,Guantes gimnasio,Deportes,2,199.2,398.4,Occidente,En línea
2024-09-26,Set de plumas,Papelería,5,99.63,498.15,Norte,Tienda física
2024-09-26,Guantes gimnasio,Deportes,7,202.85,1419.95,Occidente,Tienda física
2024-09-26,Cojín decorativo,Hogar,6,289.84,1739.04,Occidente,Tienda física
2024-09-26,Cuaderno profesional,Papelería,7,111.85,782.95,Occidente,Tienda física
2024-09-26,Lámpara LED,Hogar,1,258.91,258.91,Centro,Tienda física
2024-09-28,Set de sartenes,Hogar,8,242.61,1940.88,Centro,Tienda física
2024-09-29,Mouse inalámbrico,Electrónica,2,449.16,898.32,Norte,Tienda física
2024-09-29,Lámpara LED,Hogar,7,319.57,2236.99,Sur,Tienda física
2024-09-30,Set de plumas,Papelería,3,92.39,277.17,Norte,Tienda física
2024-10-02,Termo acero,Hogar,5,329.57,1647.85,Centro,En línea
2024-10-02,Bocina Bluetooth,Electrónica,6,577.59,3465.54,Sur,Tienda física
2024-10-03,Cojín decorativo,Hogar,11,244.18,2685.98,Occidente,Tienda física
2024-10-04,Set de sartenes,Hogar,10,246.26,2462.6,Norte,Tienda física
2024-10-04,Mouse inalámbrico,Electrónica,9,403.11,3627.99,Sur,Tienda física
2024-10-05,Guantes gimnasio,Deportes,10,197.3,1973.0,Occidente,En línea
2024-10-05,Set de sartenes,Hogar,6,264.46,1586.76,Norte,Tienda física
2024-10-05,Lámpara LED,Hogar,3,307.82,923.46,Centro,En línea
2024-10-06,Set de plumas,Papelería,8,82.55,660.4,Sur,Tienda física
2024-10-06,Set de plumas,Papelería,4,76.4,305.6,Sur,En línea
2024-10-07,Set de plumas,Papelería,4,114.28,457.12,Centro,En línea
2024-10-07,Mouse inalámbrico,Electrónica,8,491.12,3928.96,Occidente,Tienda física
2024-10-07,Mochila,Papelería,10,112.4,1124.0,Occidente,Tienda física
2024-10-08,Cojín decorativo,Hogar,10,307.01,3070.1,Norte,En línea
2024-10-09,Lámpara LED,Hogar,10,247.03,2470.3,Centro,Tienda física
2024-10-09,Cojín decorativo,Hogar,7,320.03,2240.21,Centro,Tienda física
2024-10-10,Cargador USB-C,Electrónica,3,467.61,1402.83,Sur,En línea
2024-10-11,Bocina Bluetooth,Electrónica,2,546.8,1093.6,Sur,En línea
2024-10-11,Botella deportiva,Deportes,11,255.91,2815.01,Occidente,Tienda física
2024-10-11,Termo acero,Hogar,5,283.78,1418.9,Norte,Tienda física
2024-10-11,Cargador USB-C,Electrónica,3,577.35,1732.05,Centro,Tienda física
2024-10-12,Cargador USB-C,Electrónica,3,542.25,1626.75,Norte,Tienda física
2024-10-12,Botella deportiva,Deportes,1,183.21,183.21,Occidente,En línea
2024-10-12,Cuaderno profesional,Papelería,3,90.38,271.14,Centro,Tienda física
2024-10-13,Tapete yoga,Deportes,11,191.84,2110.24,Centro,En línea
2024-10-15,Cuaderno profesional,Papelería,9,74.6,671.4,Centro,En línea
2024-10-15,Tapete yoga,Deportes,6,223.58,1341.48,Sur,Tienda física
2024-10-16,Botella deportiva,Deportes,6,217.57,1305.42,Norte,Tienda física
2024-10-16,Set de sartenes,Hogar,5,227.67,1138.35,Norte,Tienda física
2024-10-17,Agenda 2024,Papelería,6,79.84,479.04,Norte,Tienda física
2024-10-18,Set de plumas,Papelería,2,95.7,191.4,Sur,En línea
2024-10-19,Mouse inalámbrico,Electrónica,10,404.4,4044.0,Norte,Tienda física
2024-10-20,Mouse inalámbrico,Electrónica,11,493.04,5423.44,Centro,Tienda física
2024-10-20,Termo acero,Hogar,1,343.94,343.94,Centro,Tienda física
2024-10-22,Bocina Bluetooth,Electrónica,4,384.0,1536.0,Sur,En línea
2024-10-22,Tapete yoga,Deportes,2,179.73,359.46,Norte,Tienda física
2024-10-23,Botella deportiva,Deportes,11,179.34,1972.74,Norte,Tienda física
2024-10-24,Agenda 2024,Papelería,4,100.87,403.48,Centro,Tienda física
2024-10-26,Mochila,Papelería,2,74.73,149.46,Centro,Tienda física
2024-10-26,Audífonos,Electrónica,8,545.85,4366.8,Centro,En línea
2024-10-26,Cargador USB-C,Electrónica,7,378.94,2652.58,Centro,En línea
2024-10-27,Cargador USB-C,Electrónica,9,486.54,4378.86,Centro,Tienda física
2024-10-27,Set de plumas,Papelería,2,95.6,191.2,Sur,En línea
2024-10-28,Audífonos,Electrónica,7,482.45,3377.15,Centro,En línea
2024-10-29,Guantes gimnasio,Deportes,9,185.11,1665.99,Occidente,En línea
2024-10-29,Guantes gimnasio,Deportes,2,176.56,353.12,Sur,En línea
2024-10-29,Audífonos,Electrónica,5,384.7,1923.5,Centro,En línea
2024-10-30,Tapete yoga,Deportes,6,284.08,1704.48,Centro,En línea
2024-10-30,Cuaderno profesional,Papelería,8,93.77,750.16,Sur,Tienda física
2024-10-30,Guantes gimnasio,Deportes,4,270.84,1083.36,Centro,Tienda física
2024-10-30,Set de sartenes,Hogar,5,307.64,1538.2,Occidente,Tienda física
2024-10-31,Set de sartenes,Hogar,7,336.76,2357.32,Norte,Tienda física
2024-10-31,Termo acero,Hogar,7,310.86,2176.02,Occidente,Tienda física
2024-10-31,Tapete yoga,Deportes,7,214.3,1500.1,Sur,Tienda física
2024-10-31,Tapete yoga,Deportes,8,270.89,2167.12,Centro,En línea
2024-11-02,Cuerda para saltar,Deportes,6,212.27,1273.62,Sur,Tienda física
2024-11-03,Guantes gimnasio,Deportes,4,247.81,991.24,Sur,En línea
2024-11-03,Lámpara LED,Hogar,7,304.31,2130.17,Norte,En línea
2024-11-05,Set de plumas,Papelería,1,82.95,82.95,Norte,Tienda física
2024-11-05,Cuerda para saltar,Deportes,10,254.64,2546.4,Sur,En línea
2024-11-05,Cuerda para saltar,Deportes,1,180.29,180.29,Centro,En línea
2024-11-06,Audífonos,Electrónica,3,501.72,1505.16,Norte,Tienda física
2024-11-06,Bocina Bluetooth,Electrónica,3,579.36,1738.08,Centro,En línea
2024-11-11,Set de sartenes,Hogar,4,324.38,1297.52,Centro,En línea
2024-11-11,Botella deportiva,Deportes,9,202.4,1821.6,Centro,En línea
2024-11-12,Set de plumas,Papelería,3,94.3,282.9,Occidente,En línea
2024-11-14,Cuaderno profesional,Papelería,7,104.52,731.64,Sur,Tienda física
2024-11-15,Lámpara LED,Hogar,2,281.47,562.94,Centro,Tienda física
2024-11-16,Lámpara LED,Hogar,10,310.29,3102.9,Centro,Tienda física
2024-11-16,Cuaderno profesional,Papelería,11,79.13,870.43,Sur,En línea
2024-11-17,Termo acero,Hogar,11,234.84,2583.24,Norte,Tienda física
2024-11-18,Set de sartenes,Hogar,11,310.72,3417.92,Centro,Tienda física
2024-11-19,Guantes gimnasio,Deportes,10,278.62,2786.2,Norte,En línea
2024-11-19,Cuerda para saltar,Deportes,3,208.4,625.2,Occidente,Tienda física
2024-11-19,Mochila,Papelería,5,81.42,407.1,Occidente,Tienda física
2024-11-21,Cuaderno profesional,Papelería,11,96.3,1059.3,Sur,Tienda física
2024-11-22,Bocina Bluetooth,Electrónica,6,583.25,3499.5,Sur,En línea
2024-11-22,Tapete yoga,Deportes,6,199.64,1197.84,Norte,Tienda física
2024-11-22,Cuaderno profesional,Papelería,11,100.0,1100.0,Norte,Tienda física
2024-11-23,Audífonos,Electrónica,7,479.24,3354.68,Centro,En línea
2024-11-23,Cargador USB-C,Electrónica,8,476.36,3810.88,Occidente,Tienda física
2024-11-23,Guantes gimnasio,Deportes,1,265.2,265.2,Centro,Tienda física
2024-11-24,Tapete yoga,Deportes,1,194.48,194.48,Sur,Tienda física
2024-11-25,Agenda 2024,Papelería,9,113.19,1018.71,Sur,En línea
2024-11-27,Cargador USB-C,Electrónica,4,368.04,1472.16,Occidente,En línea
2024-11-28,Cuaderno profesional,Papelería,7,113.19,792.33,Centro,En línea
2024-11-28,Lámpara LED,Hogar,2,271.15,542.3,Norte,En línea
2024-11-28,Mochila,Papelería,6,97.42,584.52,Norte,Tienda física
2024-11-28,Cargador USB-C,Electrónica,10,431.25,4312.5,Norte,En línea
2024-11-29,Cuerda para saltar,Deportes,8,262.61,2100.88,Norte,Tienda física
2024-11-29,Cuaderno profesional,Papelería,9,103.73,933.57,Occidente,Tienda física
2024-11-30,Botella deportiva,Deportes,2,284.21,568.42,Norte,Tienda física
2024-12-02,Set de plumas,Papelería,7,115.73,810.11,Sur,En línea
2024-12-02,Set de plumas,Papelería,1,101.06,101.06,Sur,En línea
2024-12-03,Termo acero,Hogar,10,253.55,2535.5,Centro,En línea
2024-12-05,Guantes gimnasio,Deportes,4,238.33,953.32,Sur,Tienda física
2024-12-06,Tapete yoga,Deportes,3,258.07,774.21,Centro,Tienda física
2024-12-07,Guantes gimnasio,Deportes,10,270.82,2708.2,Centro,En línea
2024-12-09,Set de sartenes,Hogar,10,251.54,2515.4,Centro,Tienda física
2024-12-11,Cuerda para saltar,Deportes,4,227.54,910.16,Centro,En línea
2024-12-13,Tapete yoga,Deportes,11,232.67,2559.37,Centro,Tienda física
2024-12-14,Botella deportiva,Deportes,1,241.3,241.3,Norte,En línea
2024-12-15,Set de sartenes,Hogar,3,251.94,755.82,Centro,Tienda física
2024-12-16,Set de sartenes,Hogar,11,346.97,3816.67,Centro,Tienda física
2024-12-16,Cojín decorativo,Hogar,10,326.67,3266.7,Centro,Tienda física
2024-12-16,Lámpara LED,Hogar,3,266.68,800.04,Norte,Tienda física
2024-12-16,Termo acero,Hogar,4,331.63,1326.52,Centro,Tienda física
2024-12-16,Tapete yoga,Deportes,2,245.49,490.98,Centro,Tienda física
2024-12-17,Set de plumas,Papelería,4,79.06,316.24,Centro,Tienda física
2024-12-17,Termo acero,Hogar,5,251.34,1256.7,Norte,En línea
2024-12-19,Termo acero,Hogar,5,261.09,1305.45,Norte,Tienda física
2024-12-19,Lámpara LED,Hogar,7,255.47,1788.29,Norte,Tienda física
2024-12-19,Agenda 2024,Papelería,10,116.96,1169.6,Occidente,En línea
2024-12-19,Set de sartenes,Hogar,6,251.48,1508.88,Occidente,Tienda física
2024-12-20,Agenda 2024,Papelería,2,99.62,199.24,Norte,Tienda física
2024-12-20,Set de plumas,Papelería,7,99.91,699.37,Norte,Tienda física
2024-12-20,Lámpara LED,Hogar,5,226.24,1131.2,Centro,Tienda física
2024-12-21,Termo acero,Hogar,6,229.26,1375.56,Centro,Tienda física
2024-12-21,Cargador USB-C,Electrónica,5,466.37,2331.85,Sur,En línea
2024-12-21,Cojín decorativo,Hogar,1,306.02,306.02,Norte,Tienda física
2024-12-21,Tapete yoga,Deportes,3,183.55,550.65,Sur,En línea
2024-12-21,Lámpara LED,Hogar,1,331.83,331.83,Occidente,Tienda física
2024-12-22,Mochila,Papelería,6,80.26,481.56,Norte,En línea
2024-12-22,Cargador USB-C,Electrónica,2,577.31,1154.62,Sur,En línea
2024-12-23,Cargador USB-C,Electrónica,2,450.7,901.4,Norte,Tienda física
2024-12-23,Set de plumas,Papelería,11,100.14,1101.54,Sur,Tienda física
2024-12-25,Set de sartenes,Hogar,11,334.79,3682.69,Centro,En línea
2024-12-25,Cuerda para saltar,Deportes,4,257.55,1030.2,Occidente,En línea
2024-12-26,Cuaderno profesional,Papelería,4,96.38,385.52,Centro,Tienda física
2024-12-26,Set de plumas,Papelería,1,93.5,93.5,Norte,Tienda física
2024-12-26,Guantes gimnasio,Deportes,1,268.95,268.95,Centro,Tienda física
2024-12-28,Mouse inalámbrico,Electrónica,2,530.25,1060.5,Centro,Tienda física
2024-12-28,Mouse inalámbrico,Electrónica,2,566.22,1132.44,Occidente,En línea
2024-12-30,Guantes gimnasio,Deportes,1,241.92,241.92,Centro,Tienda física
2024-12-31,Mochila,Papelería,4,78.04,312.16,Norte,Tienda física
2024-12-31,Set de plumas,Papelería,8,85.4,683.2,Centro,En línea
2024-12-31,Agenda 2024,Papelería,11,109.11,1200.21,Centro,En línea
